0 0 0 0
1 20.786445 11.570497 1509
2 15.259057 6.245618 2059
3 15.540052 4.138443 2027
4 15.754613 4.778859 1988
5 15.953166 4.193299 1954
6 15.612269 3.818779 2019
7 15.733935 4.083299 2003
8 15.810409 4.514092 1995
9 15.619611 4.077278 2012
10 15.935237 3.937477 1977
11 15.664138 4.138852 2012
12 15.621325 4.317180 2022
13 15.684564 4.333912 2009
14 15.622457 4.864138 2017
15 15.762939 5.694173 2000
16 15.611081 3.937956 2020
17 15.653278 4.068314 2015
18 15.713053 4.300134 2006
19 15.624176 4.216094 2019
20 15.733950 4.020112 2006
21 15.687336 4.347581 2008
22 15.735205 4.388149 2006
23 15.733148 4.377142 2002
24 15.714153 4.182848 2005
25 15.803846 5.992372 1996
26 15.719074 5.204151 2003
27 15.653666 4.552478 2014
28 15.650146 4.349901 2015
29 15.695659 4.106758 2009
30 15.847760 4.807219 1987
31 15.700129 4.464770 2009
32 15.781305 4.221165 1998
33 15.698707 4.055370 2010
34 15.725528 3.983609 2005
35 15.825666 4.443910 1990
36 15.744424 4.359692 2004
37 15.857136 5.309050 1979
38 15.793985 5.114531 1993
39 15.736719 4.315546 2003
40 15.924807 4.415485 1980
41 15.672563 4.149388 2014
42 15.635191 3.884265 2016
43 15.641002 3.936812 2012
44 15.681767 4.279811 2009
45 15.894549 4.402249 1983
46 15.790391 4.329993 1994
47 15.716950 4.573969 2008
48 15.659293 4.365184 2014
49 15.774245 5.687050 1995
50 15.769302 5.263982 2001
51 15.760773 4.276019 2001
52 15.625497 4.172374 2017
53 15.629638 4.155647 2018
54 15.697064 3.889139 2009
55 15.714704 4.202954 2003
56 15.681940 4.295967 2010
57 15.819378 4.556533 1986
58 15.777293 4.580067 1991
59 15.668245 4.318640 2013
60 14.764525 5.363448 2156
