0 0 0 0
1 22.020172 13.473521 4529
2 16.185071 7.442463 6174
3 16.431917 4.876146 6082
4 16.737811 5.615345 5971
5 17.057960 4.731322 5859
6 16.490842 4.160690 6060
7 16.635656 4.644563 6007
8 16.697566 5.094676 5985
9 16.532733 4.814678 6043
10 16.852081 4.436271 5930
11 16.556014 4.603467 6036
12 16.481857 4.856956 6063
13 16.574565 4.947662 6030
14 16.507860 5.417233 6054
15 16.662913 6.291299 5998
16 16.491521 4.692450 6060
17 16.522209 4.719822 6048
18 16.600941 4.902470 6020
19 16.496316 4.732832 6058
20 16.611950 4.511238 6016
21 16.582963 4.883257 6027
22 16.608549 4.847424 6017
23 16.636922 5.204176 6007
24 16.593127 4.765145 6023
25 16.702645 6.521851 5983
26 16.622292 6.027489 6012
27 16.534655 5.146027 6042
28 16.528995 4.820598 6046
29 16.572929 4.717298 6030
30 16.756759 5.462403 5964
31 16.588272 5.162273 6024
32 16.670699 4.808817 5995
33 16.575701 4.528246 6029
34 16.616404 4.485988 6014
35 16.735427 5.226602 5972
36 16.615933 4.812134 6014
37 16.826725 5.786032 5939
38 16.705675 5.668741 5982
39 16.630369 4.904172 6009
40 16.818099 5.004831 5942
41 16.542832 4.623746 6041
42 16.518785 4.345457 6050
43 16.547779 4.431441 6039
44 16.581141 5.068722 6027
45 16.808468 5.063485 5946
46 16.698377 4.933275 5985
47 16.584311 4.827208 6026
48 16.535165 4.895391 6044
49 16.698731 6.172735 5985
50 16.640920 5.699757 6005
51 16.647780 4.592361 6003
52 16.511703 4.768154 6052
53 16.503737 4.839794 6055
54 16.583962 4.326498 6026
55 16.634542 4.737600 6008
56 16.566644 4.798960 6032
57 16.758076 5.218417 5963
58 16.731062 5.257762 5973
59 16.544016 4.787047 6041
60 15.805842 5.903673 6323
