0 0 0
1 22.199830 12.856023
2 16.613374 7.713354
3 16.870844 5.394144
4 17.220117 5.961916
5 17.604562 4.938489
6 16.913525 4.267031
7 17.080338 5.059322
8 17.126174 5.233804
9 16.991352 5.292865
10 17.317487 4.628024
11 16.970779 4.691363
12 16.907400 5.168435
13 16.997307 5.178555
14 16.937171 5.622912
15 17.101185 6.660446
16 16.945168 5.151719
17 16.934768 4.802162
18 17.022259 5.103608
19 16.922642 5.062430
20 17.031109 4.585616
21 17.015088 5.127527
22 17.046678 5.052089
23 17.074646 5.632755
24 17.011201 4.961637
25 17.142121 6.968974
26 17.071457 6.673004
27 16.962504 5.418139
28 16.953946 4.999823
29 16.985105 4.903426
30 17.201984 5.712611
31 17.003472 5.360651
32 17.087133 4.868119
33 16.998042 4.766659
34 17.047219 4.680203
35 17.172175 5.519919
36 17.037113 4.950119
37 17.307887 6.048904
38 17.152412 6.031265
39 17.049840 5.077422
40 17.241786 5.065232
41 16.966914 4.744979
42 16.942739 4.513312
43 17.000918 4.651955
44 17.024900 5.505651
45 17.256647 5.379122
46 17.128082 5.053327
47 17.005002 5.032349
48 16.969605 5.196753
49 17.173966 6.733063
50 17.051656 5.685803
51 17.072535 4.593340
52 16.936494 4.909625
53 16.905614 4.887307
54 17.021995 4.598247
55 17.093327 4.978809
56 16.998824 5.113079
57 17.210763 5.512520
58 17.211655 5.565046
59 16.961091 4.909986
60 16.556090 6.050901
