0 0 0
1 22.020172 13.473521
2 16.185071 7.442463
3 16.431917 4.876146
4 16.737811 5.615345
5 17.057960 4.731322
6 16.490842 4.160690
7 16.635656 4.644563
8 16.697566 5.094676
9 16.532733 4.814678
10 16.852081 4.436271
11 16.556014 4.603467
12 16.481857 4.856956
13 16.574565 4.947662
14 16.507860 5.417233
15 16.662913 6.291299
16 16.491521 4.692450
17 16.522209 4.719822
18 16.600941 4.902470
19 16.496316 4.732832
20 16.611950 4.511238
21 16.582963 4.883257
22 16.608549 4.847424
23 16.636922 5.204176
24 16.593127 4.765145
25 16.702645 6.521851
26 16.622292 6.027489
27 16.534655 5.146027
28 16.528995 4.820598
29 16.572929 4.717298
30 16.756759 5.462403
31 16.588272 5.162273
32 16.670699 4.808817
33 16.575701 4.528246
34 16.616404 4.485988
35 16.735427 5.226602
36 16.615933 4.812134
37 16.826725 5.786032
38 16.705675 5.668741
39 16.630369 4.904172
40 16.818099 5.004831
41 16.542832 4.623746
42 16.518785 4.345457
43 16.547779 4.431441
44 16.581141 5.068722
45 16.808468 5.063485
46 16.698377 4.933275
47 16.584311 4.827208
48 16.535165 4.895391
49 16.698731 6.172735
50 16.640920 5.699757
51 16.647780 4.592361
52 16.511703 4.768154
53 16.503737 4.839794
54 16.583962 4.326498
55 16.634542 4.737600
56 16.566644 4.798960
57 16.758076 5.218417
58 16.731062 5.257762
59 16.544016 4.787047
60 15.805842 5.903673
