0 0 0 0 0 0 0 0 0
1 4431.59285714 370.870560235 1477.2047619 123.673929871 1477.18333333 123.535966744 1477.2047619 123.660913008
500 4288.70238095 327.895899739 1429.56428571 109.32710654 1429.57142857 109.315147919 1429.56666667 109.254050087
1000 3608.86190476 545.830174597 1202.96190476 181.846071684 1202.95238095 181.98760978 1202.94761905 181.996733014
5000 3556.52142857 285.814161889 1185.48809524 95.2820348639 1185.52142857 95.2225395629 1185.51190476 95.310141499
10000 2806.78809524 129.408083674 935.597619048 43.1121170576 935.592857143 43.1775577887 935.597619048 43.1196438391
20000 2333.77857143 66.6262989178 777.928571429 22.1980778417 777.919047619 22.1745052889 777.930952381 22.2552373514
30000 1759.46666667 79.9002269699 586.488095238 26.6735820115 586.492857143 26.6087001781 586.485714286 26.6212864294
40000 1548.58571429 15.8682682979 516.204761905 5.22236273754 516.192857143 5.33256584614 516.188095238 5.32400012437
50000 1196.08571429 18.8614064444 398.692857143 6.17757630301 398.697619048 6.1834548093 398.695238095 6.51448760478
100000 626.376190476 10.4882771186 208.79047619 3.54453365351 208.795238095 3.60782564652 208.79047619 3.38475641128
150000 413.666666667 5.32058744817 137.902380952 1.80333528236 137.9 1.84436077454 137.864285714 1.71499985125
200000 294.335714286 4.59749266182 98.1166666667 1.5627610893 98.130952381 1.61580557754 98.0880952381 1.49864262091
500000 94.0452380952 1.59880198913 31.3714285714 0.727613749669 31.3404761905 0.556267118007 31.3333333333 0.510679597002
1000000 43.5928571429 0.924312577809 14.5404761905 0.478991760447 14.5166666667 0.426595976287 14.5357142857 0.205948940241
