0 0 0
1 953.5 19.1307655486
5 3204.07380952 109.53517115
10 4248.36904762 211.658141079
15 4267.74047619 257.658898555
20 4535.73809524 275.244411692
25 4550.35238095 432.527824725
30 4407.66190476 386.037771994
35 4421.3452381 402.105477428
40 4477.02619048 394.645035389
45 4460.58571429 506.351185571
50 4171.63571429 236.510952199
60 4429.57142857 295.472010024
70 4120.87380952 246.789173384
80 3757.88809524 227.838039753
90 4416.71428571 234.225429236
100 4315.56190476 311.394477619
