0 0 0
1 4435.77004968 4431.59285714
500 4292.9509745 4288.70238095 
1000 3611.82946386 3608.86190476 
5000 3559.65627959 3556.52142857 
10000 2806.78809524 2809.06767044
20000 2335.56457602 2333.77857143
30000 1760.74937493 1759.46666667 
40000 1549.89259244 1548.58571429 
50000 1197.45277845 1196.08571429 
100000 626.813056767 626.376190476 
150000 413.223140496 413.666666667 
200000 294.119377173 294.335714286 
500000 93.9738339257 94.0452380952 
1000000 43.599581444 43.5928571429 
