0 0 0
1 1029.42857143 36.8405204303
5 3455.21428571 165.17584075
10 4076.96190476 408.357146703
15 4287.70238095 470.633863725
20 4475.80952381 505.725712318
25 4486.90952381 445.049064609
30 4374.2452381 438.630040691
35 4360.16428571 254.510720208
40 4161.42142857 461.992201689
45 4092.29047619 411.480312733
50 4180.07619048 241.800725519
60 3870.35952381 322.065592114
70 4056.95952381 320.186300166
80 3694.35714286 366.661990864
90 3886.25 283.093363364
100 3880.52380952 301.557216643
