0 0 0 0
2 1.4012 0.894338 1.18
5 2.01252 1.6896 1.76
10 3.22638 2.35946 2.95
15 4.16742 3.4646 3.97
20 5.53911 4.73067 6.54
25 6.22605 4.88973 139.45
